gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit
M,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11091,1161,0,0,0,Laborers,3.0,48.0,2.0
F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,15569,1639,1,0,0,Core staff,2.0,15.0,2.0
F,N,Y,0,67500.0,Pensioner,Higher education,Married,House / apartment,22212,0,0,0,0,unknown,2.0,16.0,1.0
F,N,Y,2,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13019,2307,0,0,0,unknown,4.0,15.0,0.0
M,Y,N,1,351000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16143,8479,0,0,0,Private service staff,3.0,13.0,2.0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,20931,191,0,1,1,Security staff,2.0,8.0,2.0
F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,16616,2722,1,1,0,Realty agents,3.0,40.0,2.0
F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,10122,231,0,0,0,unknown,2.0,11.0,1.0
M,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,14614,563,0,0,0,Laborers,3.0,32.0,0.0
F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,12953,306,1,1,0,unknown,2.0,34.0,0.0
F,N,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,11511,519,0,0,0,High skill tech staff,1.0,4.0,1.0
F,N,N,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,11386,369,1,0,0,Managers,3.0,16.0,0.0
M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,9770,104,1,0,0,Laborers,2.0,50.0,2.0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15941,5830,0,0,0,Managers,2.0,38.0,2.0
M,Y,Y,2,216000.0,State servant,Higher education,Married,House / apartment,11121,2565,0,0,0,High skill tech staff,4.0,46.0,2.0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,22616,0,0,0,0,unknown,2.0,17.0,2.0
M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,20516,2265,0,1,0,Laborers,2.0,45.0,2.0
F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,20470,9269,0,0,0,Core staff,1.0,3.0,1.0
M,Y,N,1,238500.0,Working,Higher education,Married,With parents,11384,1965,1,1,0,Drivers,3.0,40.0,2.0
F,N,Y,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,14709,1772,0,0,0,unknown,1.0,59.0,2.0
M,Y,Y,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,13344,1230,0,0,0,Core staff,4.0,21.0,2.0
F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,10831,1263,0,0,0,Laborers,3.0,9.0,2.0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,20301,3092,1,1,0,Managers,2.0,2.0,1.0
F,Y,Y,2,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,11542,1169,0,0,1,Sales staff,4.0,22.0,1.0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,11644,344,0,0,0,Managers,2.0,11.0,0.0
F,Y,N,2,180000.0,Working,Higher education,Married,House / apartment,12709,3193,0,0,0,Managers,4.0,23.0,2.0
F,N,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,18340,2052,0,0,1,Laborers,1.0,33.0,1.0
F,N,N,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,15888,500,1,1,0,Laborers,1.0,7.0,1.0
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,22976,0,0,0,0,unknown,1.0,4.0,2.0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,20641,1064,0,1,0,Sales staff,2.0,46.0,2.0
M,N,Y,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15111,5866,0,0,0,unknown,2.0,8.0,2.0
M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,13621,1127,0,0,0,Drivers,3.0,35.0,2.0
M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,16856,1373,0,0,0,Core staff,4.0,27.0,2.0
F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,11432,820,1,0,0,Core staff,2.0,6.0,2.0
M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,10087,1447,0,0,0,unknown,4.0,44.0,2.0
F,N,Y,1,180000.0,Commercial associate,Higher education,Separated,House / apartment,17289,5550,0,0,1,Managers,2.0,30.0,0.0
F,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,18356,1820,0,0,0,High skill tech staff,2.0,22.0,2.0
F,N,Y,1,81000.0,State servant,Secondary / secondary special,Married,House / apartment,15651,7513,0,0,0,Core staff,3.0,10.0,1.0
F,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,15050,4977,0,0,0,Laborers,4.0,18.0,2.0
M,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,8533,582,0,0,0,Laborers,1.0,1.0,0.0
F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,18147,642,0,0,0,Sales staff,1.0,56.0,2.0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,15088,2759,0,0,0,Laborers,2.0,34.0,2.0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,22318,565,0,0,0,Cleaning staff,2.0,14.0,1.0
M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,9278,1113,0,0,0,unknown,1.0,27.0,2.0
F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,22002,0,0,1,0,unknown,1.0,33.0,2.0
F,N,Y,0,202500.0,Commercial associate,Higher education,Single / not married,Co-op apartment,12196,2218,0,0,0,Accountants,1.0,20.0,1.0
M,Y,N,0,191700.0,Working,Lower secondary,Married,House / apartment,15473,6557,1,1,0,Drivers,2.0,45.0,2.0
M,N,N,1,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,14534,6652,0,0,0,Laborers,3.0,39.0,2.0
F,Y,Y,4,112500.0,Working,Higher education,Married,House / apartment,13671,1974,0,0,0,Core staff,6.0,12.0,1.0
F,N,N,1,202500.0,State servant,Higher education,Separated,House / apartment,13192,3841,0,0,0,Core staff,2.0,32.0,2.0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,20858,3110,0,0,0,Laborers,2.0,20.0,0.0
M,Y,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,19983,0,0,0,0,unknown,2.0,22.0,1.0
M,Y,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,9679,2512,1,1,0,Sales staff,1.0,43.0,0.0
F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,18873,12169,1,1,1,Laborers,2.0,37.0,2.0
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,22061,0,0,0,0,unknown,1.0,25.0,2.0
F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21076,0,0,0,0,unknown,2.0,28.0,2.0
F,N,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,19579,309,0,0,0,Laborers,2.0,1.0,1.0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,17803,10762,0,0,0,Accountants,2.0,20.0,2.0
M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,9862,2135,1,0,0,Laborers,1.0,42.0,0.0
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15218,2265,0,1,0,Managers,2.0,59.0,2.0
F,N,Y,0,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,22887,2052,0,1,0,Drivers,1.0,14.0,1.0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,9952,1613,0,0,0,unknown,1.0,13.0,0.0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,14098,2257,0,0,0,Core staff,2.0,56.0,2.0
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,19124,670,0,0,0,unknown,1.0,15.0,2.0
F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,14683,5355,0,0,0,Sales staff,4.0,37.0,1.0
F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,15554,96,0,1,0,Laborers,2.0,53.0,1.0
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,24001,0,0,0,0,unknown,2.0,35.0,2.0
M,Y,N,1,351000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16143,8479,0,0,0,Private service staff,3.0,7.0,2.0
F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,17541,7276,1,1,1,Laborers,2.0,2.0,1.0
M,Y,Y,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,9497,1052,0,0,0,Laborers,2.0,45.0,2.0
F,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,15001,249,0,0,0,Managers,3.0,8.0,1.0
F,N,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,22235,10600,0,0,0,Laborers,1.0,43.0,1.0
F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,20851,0,0,0,0,unknown,2.0,19.0,2.0
F,Y,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,13170,763,1,0,0,Core staff,2.0,24.0,0.0
F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,15801,576,0,0,0,Managers,4.0,19.0,1.0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,11827,157,1,0,0,Laborers,2.0,3.0,1.0
F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,23137,0,0,0,0,unknown,1.0,53.0,2.0
F,N,N,1,135000.0,Working,Secondary / secondary special,Widow,House / apartment,13719,17,0,0,0,Sales staff,2.0,9.0,2.0
F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16017,1398,0,0,0,Laborers,2.0,7.0,2.0
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16562,1043,0,0,0,Security staff,2.0,0.0,1.0
M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,12843,2609,0,0,0,Managers,2.0,13.0,2.0
M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,10119,1244,1,0,0,Drivers,3.0,0.0,1.0
F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,18799,1466,1,0,0,Cleaning staff,1.0,2.0,1.0
F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,10457,979,0,0,0,unknown,2.0,11.0,2.0
F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,13933,3625,0,0,0,Accountants,3.0,48.0,2.0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Widow,House / apartment,17782,9975,0,0,0,Core staff,1.0,5.0,1.0
F,N,Y,2,135000.0,State servant,Higher education,Married,House / apartment,10932,1680,0,0,0,unknown,4.0,42.0,2.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,21259,11272,0,0,0,unknown,2.0,33.0,2.0
F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,9558,2180,0,0,0,Laborers,1.0,42.0,2.0
F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,23914,0,0,0,0,unknown,2.0,29.0,2.0
M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,14342,127,0,0,0,Drivers,3.0,21.0,2.0
F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,14926,789,0,0,0,Cooking staff,2.0,25.0,2.0
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,18165,11451,0,0,0,Cooking staff,2.0,9.0,2.0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,9383,689,0,0,0,High skill tech staff,2.0,6.0,2.0
F,N,Y,0,76500.0,Pensioner,Higher education,Married,House / apartment,23956,0,0,0,0,unknown,2.0,7.0,0.0
M,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,15323,8290,1,0,0,Laborers,1.0,35.0,2.0
F,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,21955,0,0,1,0,unknown,2.0,35.0,2.0
F,Y,Y,1,1575000.0,Commercial associate,Higher education,Single / not married,House / apartment,10142,2479,0,0,0,Managers,2.0,50.0,2.0
F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,20606,0,0,0,0,unknown,1.0,37.0,2.0
F,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,19963,1235,0,1,0,Medicine staff,2.0,15.0,0.0
F,N,Y,0,112500.0,Working,Higher education,Widow,House / apartment,22372,1402,0,0,0,Accountants,1.0,6.0,1.0
F,Y,Y,2,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,11542,1169,0,0,1,Sales staff,4.0,1.0,1.0
M,N,N,0,225000.0,Working,Higher education,Married,House / apartment,12019,1556,0,0,1,Sales staff,2.0,18.0,2.0
M,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11296,727,1,1,0,Laborers,3.0,5.0,2.0
F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,12563,3715,0,0,1,Accountants,2.0,4.0,0.0
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,Office apartment,19002,704,0,1,0,unknown,2.0,20.0,2.0
F,N,Y,0,315000.0,State servant,Higher education,Married,House / apartment,18172,11552,0,0,0,unknown,2.0,37.0,0.0
F,N,Y,0,130500.0,State servant,Secondary / secondary special,Married,House / apartment,12676,3455,0,0,0,Core staff,2.0,49.0,2.0
M,Y,Y,1,360000.0,Working,Secondary / secondary special,Single / not married,House / apartment,14949,7522,1,1,0,Drivers,2.0,43.0,2.0
M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,13509,1028,0,0,0,Laborers,3.0,40.0,2.0
M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,10087,1447,0,0,0,unknown,4.0,19.0,2.0
F,N,Y,0,351000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,17435,4184,0,0,0,Medicine staff,1.0,35.0,2.0
F,N,N,1,157500.0,Working,Higher education,Married,House / apartment,15773,309,0,1,0,Sales staff,3.0,11.0,2.0
F,Y,Y,0,315000.0,State servant,Higher education,Married,House / apartment,19571,1081,0,0,1,Drivers,2.0,27.0,1.0
F,N,Y,0,144000.0,State servant,Higher education,Single / not married,House / apartment,12795,767,0,0,0,unknown,1.0,1.0,1.0
F,N,N,2,112500.0,Working,Secondary / secondary special,Separated,House / apartment,14307,188,0,0,0,Laborers,3.0,37.0,2.0
F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,15785,1308,0,0,0,Medicine staff,2.0,19.0,2.0
F,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,13669,428,0,1,0,Managers,4.0,58.0,0.0
F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,14504,2518,0,0,0,Accountants,3.0,25.0,2.0
F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,10112,3170,1,1,0,Laborers,3.0,9.0,1.0
F,N,Y,1,140850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10855,321,0,0,0,Sales staff,3.0,17.0,2.0
M,Y,Y,0,184500.0,Working,Secondary / secondary special,Married,House / apartment,12298,1200,0,0,0,Drivers,2.0,9.0,2.0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,15737,432,0,0,0,unknown,1.0,14.0,1.0
F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,16018,2532,1,1,0,Managers,3.0,21.0,2.0
F,Y,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,13811,3380,0,0,0,Laborers,3.0,44.0,2.0
F,N,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,14431,6621,1,1,0,Medicine staff,4.0,6.0,2.0
F,Y,Y,0,247500.0,Working,Incomplete higher,Separated,House / apartment,19672,1375,1,0,0,Accountants,1.0,12.0,2.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,Rented apartment,16022,9052,0,0,0,Sales staff,2.0,7.0,2.0
M,N,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,21649,3000,1,1,0,Drivers,2.0,9.0,2.0
F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,20066,3988,1,1,0,Private service staff,2.0,53.0,2.0
F,N,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,13673,2667,0,0,0,Core staff,3.0,33.0,0.0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,14080,1869,0,1,0,unknown,2.0,31.0,1.0
M,N,Y,1,117000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,16809,5247,0,0,0,Laborers,3.0,60.0,1.0
F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16340,8647,0,0,0,Medicine staff,2.0,17.0,2.0
M,Y,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,14869,6904,0,1,0,Laborers,2.0,30.0,1.0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21155,0,0,0,0,unknown,2.0,1.0,1.0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,13541,3427,0,0,0,Core staff,3.0,11.0,2.0
M,Y,Y,1,225000.0,Working,Higher education,Separated,Municipal apartment,17205,2055,0,1,0,Security staff,2.0,2.0,0.0
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22381,0,0,0,0,unknown,2.0,57.0,2.0
F,N,N,1,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,14805,1922,0,0,0,Sales staff,3.0,17.0,2.0
F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,18799,1466,1,0,0,Cleaning staff,1.0,44.0,2.0
F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,13437,1671,0,0,0,unknown,3.0,50.0,2.0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,13967,4850,1,1,0,High skill tech staff,2.0,56.0,0.0
M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,Municipal apartment,12625,1261,0,0,1,Drivers,3.0,42.0,2.0
F,N,N,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,17570,1978,0,0,1,Core staff,1.0,5.0,2.0
F,Y,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,16949,1371,0,0,0,Managers,2.0,15.0,1.0
F,N,Y,0,135000.0,Pensioner,Lower secondary,Married,House / apartment,22569,0,0,0,0,unknown,2.0,28.0,2.0
F,N,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,13764,3996,0,0,1,Core staff,2.0,12.0,2.0
M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,13643,2956,0,0,0,Managers,2.0,37.0,2.0
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,With parents,19723,1191,0,1,0,unknown,2.0,48.0,1.0
F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,11616,825,1,1,1,High skill tech staff,2.0,7.0,1.0
M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16084,1382,0,0,0,Laborers,4.0,13.0,0.0
F,N,Y,0,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,21845,0,0,0,0,unknown,1.0,32.0,2.0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22123,0,0,0,1,unknown,2.0,17.0,0.0
F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15350,1331,0,1,0,Accountants,3.0,5.0,0.0
F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,21271,14473,0,0,1,High skill tech staff,3.0,48.0,2.0
